Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BroadcastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BroadcastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BytesReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.BytesSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.DiscardPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.DiscardPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.ErrorsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.ErrorsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.MulticastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.MulticastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.PacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.PacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnicastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnicastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Stats.UnknownProtoPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"NoLink",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.X_HW_L3Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.X_HW_Mode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.1.X_HW_VLAN,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.DuplexMode,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.MACAddress,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"A4:C6:4F:C5:F1:F5",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.MACAddressControlEnabled,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.MaxBitRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Name,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"eth0:2",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.BroadcastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.BroadcastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.BytesReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.BytesSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.DiscardPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.DiscardPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.ErrorsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.ErrorsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.MulticastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.MulticastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.PacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.PacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.UnicastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.UnicastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Stats.UnknownProtoPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"NoLink",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.X_HW_L3Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.X_HW_Mode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.2.X_HW_VLAN,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.DuplexMode,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.MACAddress,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"A4:C6:4F:C5:F1:F5",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.MACAddressControlEnabled,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.MaxBitRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Name,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"eth0:3",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.BroadcastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.BroadcastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.BytesReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.BytesSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.DiscardPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.DiscardPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.ErrorsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.ErrorsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.MulticastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.MulticastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.PacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.PacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.UnicastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.UnicastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Stats.UnknownProtoPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"NoLink",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.X_HW_L3Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.X_HW_Mode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.3.X_HW_VLAN,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.DuplexMode,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.MACAddress,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"A4:C6:4F:C5:F1:F5",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.MACAddressControlEnabled,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.MaxBitRate,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"Auto",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Name,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"eth0:4",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.BroadcastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.BroadcastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.BytesReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.BytesSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.DiscardPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.DiscardPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.ErrorsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.ErrorsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.MulticastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.MulticastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.PacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.PacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.UnicastPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.UnicastPacketsSent,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Stats.UnknownProtoPacketsReceived,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.Status,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"NoLink",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.X_HW_L3Enable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"false",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.X_HW_Mode,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANEthernetInterfaceConfig.4.X_HW_VLAN,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DHCPLeaseTime,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"259200",xsd:int,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DHCPServerEnable,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"true",xsd:boolean,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.DHCPStaticAddress,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceAddressingType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Static",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceIPAddress,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"192.168.100.1",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.1.IPInterfaceSubnetMask,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"255.255.255.0",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.2,true,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",,,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.2.IPInterfaceAddressingType,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"Static",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.2.IPInterfaceIPAddress,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"192.168.2.1",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.IPInterface.2.IPInterfaceSubnetMask,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"255.255.255.0",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.MACAddress,false,2024-03-17T06:42:51.606Z,false,2024-03-17T06:42:51.606Z,"A4:C6:4F:C5:F1:F5",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.MaxAddress,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"192.168.100.254",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.MinAddress,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"192.168.100.2",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.PassthroughLease,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"0",xsd:unsignedInt,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.SubnetMask,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"255.255.255.0",xsd:string,2024-03-17T06:42:51.610Z,,,,
InternetGatewayDevice.LANDevice.1.LANHostConfigManagement.X_HW_CameraEnd,false,2024-03-17T06:42:51.606Z,true,2024-03-17T06:42:51.606Z,"",xsd:string,2024-03-17T06:42:51.610Z,,,,
